Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,btts,over_2_5,result,home_form,away_form,h2h_wins,home_avg_gs,home_avg_gc,away_avg_gs,away_avg_gc,form_diff,gs_diff,gc_diff
2017-10-28,Alaves,Valencia,1,2,A,1,1,2,3,15,1,0.6,1.4,4.2,1.4,-12,-3.6,0.0
2017-10-29,Eibar,Levante,2,2,D,1,1,1,1,5,1,0.2,3.2,0.8,1.4,-4,-0.6000000000000001,1.8000000000000003
2017-10-29,Getafe,Sociedad,2,1,H,1,1,0,5,5,1,1.6,1.2,1.8,2.2,0,-0.19999999999999996,-1.0000000000000002
2017-10-29,Girona,Real Madrid,2,1,H,1,1,0,5,12,0,1.2,1.8,1.8,0.6,-7,-0.6000000000000001,1.2000000000000002
2017-10-29,Malaga,Celta,2,1,H,1,1,0,1,8,2,0.6,2.8,2.6,1.4,-7,-2.0,1.4
2017-10-30,Espanol,Betis,1,0,H,0,0,0,6,10,3,1.0,0.8,2.8,2.0,-4,-1.7999999999999998,-1.2
2017-10-30,Las Palmas,La Coruna,1,3,A,1,1,2,0,7,1,0.4,3.0,1.0,1.4,-7,-0.6,1.6
2017-11-03,Betis,Getafe,2,2,D,1,1,1,7,7,1,2.6,2.2,1.8,1.2,0,0.8,1.0000000000000002
2017-11-04,Alaves,Espanol,1,0,H,0,0,0,3,8,0,0.8,1.6,1.2,0.8,-5,-0.3999999999999999,0.8
2017-11-04,Barcelona,Sevilla,2,1,H,1,1,0,13,6,3,2.2,0.2,0.8,1.6,7,1.4000000000000001,-1.4000000000000001
2017-11-04,La Coruna,Ath Madrid,0,1,A,0,0,2,7,9,0,1.4,1.6,1.0,0.4,-2,0.3999999999999999,1.2000000000000002
2017-11-04,Valencia,Leganes,3,0,H,0,1,0,15,10,2,3.6,1.6,1.2,0.4,5,2.4000000000000004,1.2000000000000002
2017-11-05,Sociedad,Eibar,3,1,H,1,1,0,5,2,1,2.0,2.0,0.4,2.4,3,1.6,-0.3999999999999999
2017-11-05,Villarreal,Malaga,2,0,H,0,0,0,10,4,3,2.0,1.2,1.0,2.0,6,1.0,-0.8
2017-11-05,Real Madrid,Las Palmas,3,0,H,0,1,0,12,0,2,2.0,0.8,0.6,3.4,12,1.4,-2.5999999999999996
2017-11-05,Celta,Ath Bilbao,3,1,H,1,1,0,7,4,0,2.6,1.6,1.2,1.8,3,1.4000000000000001,-0.19999999999999996
2017-11-05,Levante,Girona,1,2,A,1,1,2,3,7,0,0.6,1.8,1.6,2.0,-4,-1.0,-0.19999999999999996
2017-11-17,Girona,Sociedad,1,1,D,1,0,1,10,8,0,2.0,1.6,2.2,1.6,2,-0.20000000000000018,0.0
2017-11-18,Ath Madrid,Real Madrid,0,0,D,0,0,1,9,12,1,0.8,0.4,2.2,0.6,-3,-1.4000000000000001,-0.19999999999999996
2017-11-18,Getafe,Alaves,4,1,H,1,1,0,5,6,0,1.4,1.6,0.8,1.2,-1,0.5999999999999999,0.40000000000000013
2017-11-18,Leganes,Barcelona,0,3,A,0,1,2,7,13,0,0.8,1.0,2.0,0.4,-6,-1.2,0.6
2017-11-18,Sevilla,Celta,2,1,H,1,1,0,6,7,2,1.0,1.6,2.4,1.8,-1,-1.4,-0.19999999999999996
2017-11-19,Ath Bilbao,Villarreal,1,1,D,1,0,1,3,13,1,0.8,1.8,2.4,0.4,-10,-1.5999999999999999,1.4
2017-11-19,Espanol,Valencia,0,2,A,0,0,2,5,15,1,0.4,0.8,3.6,1.2,-10,-3.2,-0.3999999999999999
2017-11-19,Las Palmas,Levante,0,2,A,0,0,2,0,3,0,0.6,3.6,0.8,1.4,-3,-0.20000000000000007,2.2
2017-11-19,Malaga,La Coruna,3,2,H,1,1,0,3,7,2,0.4,1.8,1.2,1.0,-4,-0.7999999999999999,0.8
2017-11-20,Eibar,Betis,5,0,H,0,1,0,2,5,2,0.6,2.2,2.2,2.6,-3,-1.6,-0.3999999999999999
2017-11-24,Celta,Leganes,1,0,H,0,0,0,6,6,1,2.0,1.6,0.8,1.6,0,1.2,0.0
2017-11-25,Real Madrid,Malaga,3,2,H,1,1,0,10,6,2,1.8,0.6,1.0,1.8,4,0.8,-1.2000000000000002
2017-11-25,Levante,Ath Madrid,0,5,A,0,1,2,6,9,1,1.2,1.0,0.8,0.4,-3,0.3999999999999999,0.6
2017-11-25,Betis,Girona,2,2,D,1,1,1,4,10,0,1.4,2.8,1.6,1.2,-6,-0.20000000000000018,1.5999999999999999
2017-11-25,Alaves,Eibar,1,2,A,1,1,2,3,5,0,0.6,2.0,1.6,1.6,-2,-1.0,0.3999999999999999
2017-11-26,La Coruna,Ath Bilbao,2,2,D,1,1,1,4,4,0,1.2,1.4,0.6,1.4,0,0.6,0.0
2017-11-26,Sociedad,Las Palmas,2,2,D,1,1,1,8,0,2,1.6,1.0,0.6,3.4,8,1.0,-2.4
2017-11-26,Valencia,Barcelona,1,1,D,1,0,1,15,13,1,3.4,0.8,2.0,0.4,2,1.4,0.4
2017-11-26,Villarreal,Sevilla,2,3,A,1,1,2,11,6,1,2.0,0.6,1.0,1.8,5,1.0,-1.2000000000000002
2017-11-27,Espanol,Getafe,1,0,H,0,0,0,5,8,1,0.4,0.8,2.0,1.4,-3,-1.6,-0.5999999999999999
2017-12-01,Malaga,Levante,0,0,D,0,0,1,6,5,2,1.4,2.0,1.2,2.0,1,0.19999999999999996,0.0
2017-12-02,Ath Bilbao,Real Madrid,0,0,D,0,0,1,2,10,0,0.8,1.8,2.0,0.8,-8,-1.2,1.0
2017-12-02,Ath Madrid,Sociedad,2,1,H,1,1,0,11,6,3,1.6,0.2,1.6,1.4,5,0.0,-1.2
2017-12-02,Barcelona,Celta,2,2,D,1,1,1,13,6,2,2.0,0.4,1.2,1.2,7,0.8,-0.7999999999999999
2017-12-02,Sevilla,La Coruna,2,0,H,0,0,0,9,4,2,1.6,2.0,1.6,1.8,5,0.0,0.19999999999999996
2017-12-03,Leganes,Villarreal,3,1,H,1,1,0,3,8,0,0.4,1.8,2.0,1.0,-5,-1.6,0.8
2017-12-03,Las Palmas,Betis,1,0,H,0,0,0,1,5,2,0.6,2.8,1.2,2.0,-4,-0.6,0.7999999999999998
2017-12-03,Eibar,Espanol,3,1,H,1,1,0,7,7,1,2.0,1.8,0.6,0.8,0,1.4,1.0
2017-12-03,Getafe,Valencia,1,0,H,0,0,0,8,13,0,1.8,1.2,2.4,0.4,-5,-0.5999999999999999,0.7999999999999999
2017-12-04,Girona,Alaves,2,3,A,1,1,2,11,3,0,1.8,1.2,0.8,2.0,8,1.0,-0.8
2017-12-08,Alaves,Las Palmas,2,0,H,0,0,0,6,4,0,1.4,2.0,0.8,2.0,2,0.5999999999999999,0.0
2017-12-09,Getafe,Eibar,0,0,D,0,0,1,10,10,0,1.8,1.0,2.6,1.4,0,-0.8,-0.3999999999999999
2017-12-09,La Coruna,Leganes,1,0,H,0,0,0,4,3,0,1.4,1.8,0.8,2.0,1,0.5999999999999999,-0.19999999999999996
2017-12-09,Real Madrid,Sevilla,5,0,H,0,1,0,8,12,2,1.4,0.8,2.0,1.2,-4,-0.6000000000000001,-0.3999999999999999
2017-12-09,Valencia,Celta,2,1,H,1,1,0,10,7,2,1.6,0.6,1.6,1.4,3,0.0,-0.7999999999999999
2017-12-10,Betis,Ath Madrid,0,1,A,0,0,2,2,11,0,0.8,2.2,1.8,0.4,-9,-1.0,1.8000000000000003
2017-12-10,Levante,Ath Bilbao,1,2,A,1,1,2,5,3,0,1.0,1.8,0.8,1.6,2,0.19999999999999996,0.19999999999999996
2017-12-10,Sociedad,Malaga,0,2,A,0,0,2,5,7,1,1.6,1.6,1.4,1.6,-2,0.20000000000000018,0.0
2017-12-10,Villarreal,Barcelona,0,2,A,0,0,2,5,11,0,1.4,1.6,2.0,0.8,-6,-0.6000000000000001,0.8
2017-12-11,Espanol,Girona,0,1,A,0,0,2,6,8,0,0.6,1.2,1.8,1.6,-2,-1.2000000000000002,-0.40000000000000013
2017-12-15,Sevilla,Levante,0,0,D,0,0,1,9,4,1,1.6,2.0,0.8,1.8,5,0.8,0.19999999999999996
2017-12-16,Eibar,Valencia,2,1,H,1,1,0,10,10,2,2.2,1.0,1.6,0.6,0,0.6000000000000001,0.4
2017-12-16,Ath Bilbao,Sociedad,0,0,D,0,0,1,6,5,2,1.2,1.4,1.4,1.6,1,-0.19999999999999996,-0.20000000000000018
2017-12-16,Ath Madrid,Alaves,1,0,H,0,0,0,13,9,0,1.8,0.2,1.6,1.6,4,0.19999999999999996,-1.4000000000000001
2017-12-17,Barcelona,La Coruna,4,0,H,0,1,0,11,4,2,2.0,0.8,1.0,1.6,7,1.0,-0.8
2017-12-17,Celta,Villarreal,0,1,A,0,0,2,7,4,1,1.6,1.4,1.2,1.8,3,0.40000000000000013,-0.40000000000000013
2017-12-17,Girona,Getafe,1,0,H,0,0,0,8,8,0,1.6,1.4,1.4,0.8,0,0.20000000000000018,0.5999999999999999
2017-12-17,Las Palmas,Espanol,2,2,D,1,1,1,4,3,1,0.6,1.8,0.4,1.4,1,0.19999999999999996,0.40000000000000013
2017-12-18,Malaga,Betis,0,2,A,0,0,2,7,2,1,1.4,1.4,0.8,2.2,5,0.5999999999999999,-0.8000000000000003
2017-12-19,Levante,Leganes,0,0,D,0,0,1,5,3,0,0.6,1.4,0.6,1.8,2,0.0,-0.40000000000000013
2017-12-20,Getafe,Las Palmas,2,0,H,0,0,0,7,5,1,1.0,0.6,1.0,1.6,2,0.0,-1.0
2017-12-20,Sociedad,Sevilla,3,1,H,1,1,0,3,10,2,0.8,1.4,1.4,1.6,-7,-0.5999999999999999,-0.20000000000000018
2017-12-21,Alaves,Malaga,1,0,H,0,0,0,6,7,1,1.4,1.8,1.4,1.4,-1,0.0,0.40000000000000013
2017-12-21,Eibar,Girona,4,1,H,1,1,0,13,8,0,2.4,0.6,1.4,1.2,5,1.0,-0.6
2017-12-22,Espanol,Ath Madrid,1,0,H,0,0,0,4,13,0,0.8,1.6,1.8,0.2,-9,-1.0,1.4000000000000001
2017-12-22,Betis,Ath Bilbao,0,2,A,0,0,2,4,7,1,0.8,1.8,1.0,0.8,-3,-0.19999999999999996,1.0
2017-12-23,Valencia,Villarreal,0,1,A,0,0,2,7,4,1,1.2,1.0,1.0,1.8,3,0.19999999999999996,-0.8
2017-12-23,La Coruna,Celta,1,3,A,1,1,2,4,4,1,1.0,2.2,1.0,1.4,0,0.0,0.8000000000000003
2017-12-23,Real Madrid,Barcelona,0,3,A,0,1,2,11,11,1,2.2,0.4,2.4,0.6,0,-0.19999999999999973,-0.19999999999999996
2018-01-06,Ath Madrid,Getafe,2,0,H,0,0,0,12,7,2,1.8,0.4,0.6,0.4,5,1.2000000000000002,0.0
2018-01-06,Las Palmas,Eibar,1,2,A,1,1,2,5,13,2,1.0,1.6,2.2,0.8,-8,-1.2000000000000002,0.8
2018-01-06,Sevilla,Betis,3,5,A,1,1,2,7,4,3,1.2,2.0,0.8,1.2,3,0.3999999999999999,0.8
2018-01-06,Valencia,Girona,2,1,H,1,1,0,4,7,0,0.8,1.2,1.4,1.8,-3,-0.5999999999999999,-0.6000000000000001
2018-01-07,Ath Bilbao,Alaves,2,0,H,0,0,0,9,9,0,1.2,0.6,1.4,1.0,0,-0.19999999999999996,-0.4
2018-01-07,Barcelona,Levante,3,0,H,0,1,0,11,3,2,2.4,0.6,0.2,1.4,8,2.1999999999999997,-0.7999999999999999
2018-01-07,Celta,Real Madrid,2,2,D,1,1,1,7,8,0,1.4,1.2,1.6,1.0,-1,-0.20000000000000018,0.19999999999999996
2018-01-07,Leganes,Sociedad,1,0,H,0,0,0,4,5,0,0.6,1.2,1.2,1.4,-1,-0.6,-0.19999999999999996
2018-01-07,Villarreal,La Coruna,1,1,D,1,0,1,6,4,1,1.0,1.6,0.8,2.2,2,0.19999999999999996,-0.6000000000000001
2018-01-08,Malaga,Espanol,0,1,A,0,0,2,4,7,0,0.8,1.2,1.0,1.2,-3,-0.19999999999999996,0.0
2018-01-12,Getafe,Malaga,1,0,H,0,0,0,7,4,1,0.6,0.6,0.4,0.8,3,0.19999999999999996,-0.20000000000000007
2018-01-13,Real Madrid,Villarreal,0,1,A,0,0,2,8,7,2,2.0,1.4,0.8,1.2,1,1.2,0.19999999999999996
2018-01-13,La Coruna,Valencia,1,2,A,1,1,2,4,6,0,0.6,2.0,1.0,1.2,-2,-0.4,0.8
2018-01-13,Girona,Las Palmas,6,0,H,0,1,0,6,4,0,1.2,1.8,0.8,1.6,2,0.3999999999999999,0.19999999999999996
2018-01-13,Eibar,Ath Madrid,0,1,A,0,0,2,13,12,0,2.2,0.8,1.2,0.4,1,1.0000000000000002,0.4
2018-01-14,Alaves,Sevilla,1,0,H,0,0,0,9,4,0,1.2,1.0,1.2,2.6,5,0.0,-1.6
2018-01-14,Espanol,Ath Bilbao,1,1,D,1,0,1,7,11,1,1.0,1.2,1.2,0.2,-4,-0.19999999999999996,1.0
2018-01-14,Levante,Celta,0,1,A,0,0,2,3,5,0,0.2,1.0,1.6,1.6,-2,-1.4000000000000001,-0.6000000000000001
2018-01-14,Sociedad,Barcelona,2,4,A,1,1,2,4,13,1,0.8,1.2,2.8,0.4,-9,-1.9999999999999998,0.7999999999999999
2018-01-15,Betis,Leganes,3,2,H,1,1,0,6,7,1,1.4,1.4,0.8,0.6,-1,0.5999999999999999,0.7999999999999999
2018-01-19,Getafe,Ath Bilbao,2,2,D,1,1,1,7,11,0,0.6,0.6,1.4,0.4,-4,-0.7999999999999999,0.19999999999999996
2018-01-20,Las Palmas,Valencia,2,1,H,1,1,0,1,9,3,0.6,2.8,1.4,1.2,-8,-0.7999999999999999,1.5999999999999999
2018-01-20,Villarreal,Levante,2,1,H,1,1,0,10,2,1,0.8,0.6,0.2,1.2,8,0.6000000000000001,-0.6
2018-01-20,Ath Madrid,Girona,1,1,D,1,0,1,12,9,0,1.0,0.2,2.0,1.2,3,-1.0,-1.0
2018-01-20,Espanol,Sevilla,0,3,A,0,1,2,8,1,2,1.0,0.8,0.8,2.8,7,0.19999999999999996,-1.9999999999999998
2018-01-21,Sociedad,Celta,1,2,A,1,1,2,4,7,2,1.0,1.6,1.4,1.2,-3,-0.3999999999999999,0.40000000000000013
2018-01-21,Real Madrid,La Coruna,7,1,H,1,1,0,5,4,5,1.4,1.2,0.8,2.0,1,0.5999999999999999,-0.8
2018-01-21,Alaves,Leganes,2,2,D,1,1,1,9,7,0,0.8,0.6,1.2,1.0,2,-0.3999999999999999,-0.4
2018-01-21,Betis,Barcelona,0,5,A,0,1,2,9,15,0,2.0,1.6,3.2,0.4,-6,-1.2000000000000002,1.2000000000000002
2018-01-22,Eibar,Malaga,1,1,D,1,0,1,10,3,2,1.6,0.8,0.4,1.0,7,1.2000000000000002,-0.19999999999999996
2018-01-26,Ath Bilbao,Eibar,1,1,D,1,0,1,9,10,4,1.4,0.6,1.8,1.0,-1,-0.40000000000000013,-0.4
2018-01-27,La Coruna,Levante,2,2,D,1,1,1,1,2,1,0.8,3.4,0.2,1.2,-1,0.6000000000000001,2.2
2018-01-27,Malaga,Girona,0,0,D,0,0,1,1,7,0,0.2,1.2,2.0,1.4,-6,-1.8,-0.19999999999999996
2018-01-27,Valencia,Real Madrid,1,4,A,1,1,2,6,7,1,1.2,1.4,2.8,1.4,-1,-1.5999999999999999,0.0
2018-01-27,Villarreal,Sociedad,4,2,H,1,1,0,13,4,3,1.2,0.4,1.2,1.6,9,0.0,-1.2000000000000002
2018-01-28,Sevilla,Getafe,1,1,D,1,0,1,4,7,2,1.4,1.8,1.0,1.0,-3,0.3999999999999999,0.8
2018-01-28,Leganes,Espanol,3,2,H,1,1,0,5,8,1,1.0,1.2,1.0,1.2,-3,0.0,0.0
2018-01-28,Barcelona,Alaves,2,1,H,1,1,0,15,7,2,3.8,0.4,0.8,1.0,8,3.0,-0.6
2018-01-28,Ath Madrid,Las Palmas,3,0,H,0,1,0,10,4,5,1.0,0.4,1.0,2.6,6,0.0,-2.2
2018-01-29,Celta,Betis,3,2,H,1,1,0,10,9,0,1.6,1.0,2.0,2.4,1,-0.3999999999999999,-1.4
2018-02-02,Sociedad,La Coruna,5,0,H,0,1,0,3,2,2,1.6,2.4,1.2,3.0,1,0.40000000000000013,-0.6000000000000001
2018-02-03,Alaves,Celta,2,1,H,1,1,0,7,13,1,1.0,1.2,2.2,1.2,-6,-1.2000000000000002,0.0
2018-02-03,Betis,Villarreal,2,1,H,1,1,0,6,13,0,2.0,3.0,1.8,0.8,-7,0.19999999999999996,2.2
2018-02-03,Eibar,Sevilla,5,1,H,1,1,0,8,4,0,1.6,1.0,1.6,2.0,4,0.0,-1.0
2018-02-03,Levante,Real Madrid,2,2,D,1,1,1,2,7,0,0.6,1.6,2.6,1.6,-5,-2.0,0.0
2018-02-04,Getafe,Leganes,0,0,D,0,0,1,8,8,1,1.2,1.0,1.6,1.4,0,-0.40000000000000013,-0.3999999999999999
2018-02-04,Girona,Ath Bilbao,2,0,H,0,0,0,5,9,0,1.8,1.4,1.6,0.8,-4,0.19999999999999996,0.5999999999999999
2018-02-04,Ath Madrid,Valencia,1,0,H,0,0,0,10,6,4,1.4,0.4,1.2,1.8,4,0.19999999999999996,-1.4
2018-02-04,Espanol,Barcelona,1,1,D,1,0,1,7,15,0,1.0,1.4,3.4,0.6,-8,-2.4,0.7999999999999999
2018-02-05,Las Palmas,Malaga,1,0,H,0,0,0,3,2,2,0.6,2.8,0.2,0.8,1,0.39999999999999997,1.9999999999999998
2018-02-09,Ath Bilbao,Las Palmas,0,0,D,0,0,1,6,6,1,1.2,1.2,0.8,2.4,0,0.3999999999999999,-1.2
2018-02-10,Real Madrid,Sociedad,5,2,H,1,1,0,8,3,5,3.0,1.4,2.0,2.2,5,1.0,-0.8000000000000003
2018-02-10,Villarreal,Alaves,1,2,A,1,1,2,10,7,1,1.8,1.2,1.2,1.4,3,0.6000000000000001,-0.19999999999999996
2018-02-10,Leganes,Eibar,0,1,A,0,0,2,8,8,0,1.6,1.4,1.8,1.0,0,-0.19999999999999996,0.3999999999999999
2018-02-10,Malaga,Ath Madrid,0,1,A,0,0,2,2,13,1,0.2,0.8,1.6,0.2,-11,-1.4000000000000001,0.6000000000000001
2018-02-11,Sevilla,Girona,1,0,H,0,0,0,4,8,1,1.6,2.4,2.0,0.6,-4,-0.3999999999999999,1.7999999999999998
2018-02-11,Valencia,Levante,3,1,H,1,1,0,6,2,1,1.2,1.8,1.0,2.0,4,0.19999999999999996,-0.19999999999999996
2018-02-11,Barcelona,Getafe,0,0,D,0,0,1,13,6,3,3.0,0.8,0.8,1.0,7,2.2,-0.19999999999999996
2018-02-11,Celta,Espanol,2,2,D,1,1,1,10,5,2,1.8,1.4,1.0,1.6,5,0.8,-0.20000000000000018
2018-02-12,La Coruna,Betis,0,1,A,0,0,2,2,9,1,1.0,3.4,2.4,2.8,-7,-1.4,0.6000000000000001
2018-02-16,Girona,Leganes,3,0,H,0,1,0,8,5,0,1.8,0.4,1.4,1.6,3,0.40000000000000013,-1.2000000000000002
2018-02-17,Malaga,Valencia,1,2,A,1,1,2,2,6,1,0.2,0.8,1.4,1.8,-4,-1.2,-1.0
2018-02-17,Las Palmas,Sevilla,1,2,A,1,1,2,7,7,1,0.6,2.0,1.2,1.4,0,-0.6,0.6000000000000001
2018-02-17,Eibar,Barcelona,0,2,A,0,0,2,8,11,0,1.6,0.8,2.4,0.8,-3,-0.7999999999999998,0.0
2018-02-17,Alaves,La Coruna,1,0,H,0,0,0,10,1,1,1.6,1.2,0.8,3.4,9,0.8,-2.2
2018-02-18,Ath Madrid,Ath Bilbao,2,0,H,0,0,0,13,4,4,1.4,0.2,0.8,1.2,9,0.5999999999999999,-1.0
2018-02-18,Betis,Real Madrid,3,5,A,1,1,2,9,10,1,1.6,2.2,3.6,1.4,-1,-2.0,0.8000000000000003
2018-02-18,Espanol,Villarreal,1,1,D,1,0,1,3,9,0,1.2,2.0,1.8,1.4,-6,-0.6000000000000001,0.6000000000000001
2018-02-18,Sociedad,Levante,3,0,H,0,1,0,3,2,1,2.4,3.0,1.2,2.0,1,1.2,1.0
2018-02-19,Getafe,Celta,3,0,H,0,1,0,7,10,0,0.8,0.6,1.8,1.4,-3,-1.0,-0.7999999999999999
2018-02-21,Leganes,Real Madrid,1,3,A,1,1,2,5,13,0,1.0,1.6,4.6,1.8,-8,-3.5999999999999996,-0.19999999999999996
2018-02-23,La Coruna,Espanol,0,0,D,0,0,1,1,3,1,0.6,3.2,1.2,2.0,-2,-0.6,1.2000000000000002
2018-02-24,Barcelona,Girona,6,1,H,1,1,0,11,8,1,2.0,0.4,1.2,0.4,3,0.8,0.0
2018-02-24,Celta,Eibar,2,0,H,0,0,0,7,8,2,1.6,2.0,1.6,1.0,-1,0.0,1.0
2018-02-24,Leganes,Las Palmas,0,0,D,0,0,1,4,7,2,0.8,1.8,0.8,1.2,-3,0.0,0.6000000000000001
2018-02-24,Real Madrid,Alaves,4,0,H,0,1,0,13,10,3,3.8,1.8,1.6,1.2,3,2.1999999999999997,0.6000000000000001
2018-02-25,Villarreal,Getafe,1,0,H,0,0,0,7,7,1,1.8,1.6,1.2,0.6,0,0.6000000000000001,1.0
2018-02-25,Valencia,Sociedad,2,1,H,1,1,0,6,6,1,1.4,1.8,2.6,2.2,0,-1.2000000000000002,-0.40000000000000013
2018-02-25,Sevilla,Ath Madrid,2,5,A,1,1,2,10,13,1,1.6,1.4,1.6,0.2,-3,0.0,1.2
2018-02-25,Ath Bilbao,Malaga,2,1,H,1,1,0,3,2,2,0.6,1.4,0.4,1.0,1,0.19999999999999996,0.3999999999999999
2018-02-26,Levante,Betis,0,2,A,0,0,2,2,6,0,1.2,2.4,1.6,2.8,-4,-0.40000000000000013,-0.3999999999999999
2018-02-27,Espanol,Real Madrid,1,0,H,0,0,0,4,13,0,1.2,1.4,3.8,1.6,-9,-2.5999999999999996,-0.20000000000000018
2018-02-27,Girona,Celta,1,0,H,0,0,0,7,7,0,1.2,1.4,1.6,1.8,0,-0.40000000000000013,-0.40000000000000013
2018-02-28,Ath Bilbao,Valencia,1,1,D,1,0,1,5,9,3,0.6,1.2,1.6,1.6,-4,-1.0,-0.40000000000000013
2018-02-28,Ath Madrid,Leganes,4,0,H,0,1,0,15,2,1,2.4,0.4,0.2,1.4,13,2.1999999999999997,-0.9999999999999999
2018-02-28,Eibar,Villarreal,1,0,H,0,0,0,7,7,2,1.4,1.2,1.6,1.4,0,-0.20000000000000018,-0.19999999999999996
2018-02-28,Getafe,La Coruna,3,0,H,0,1,0,6,2,1,0.8,0.4,0.4,1.8,4,0.4,-1.4
2018-02-28,Malaga,Sevilla,0,1,A,0,0,2,1,7,1,0.4,1.2,1.4,2.4,-6,-0.9999999999999999,-1.2
2018-03-01,Alaves,Levante,1,0,H,0,0,0,9,2,1,1.2,1.6,1.0,2.4,7,0.19999999999999996,-0.7999999999999998
2018-03-01,Betis,Sociedad,0,0,D,0,0,1,9,6,1,2.0,1.8,2.6,2.2,3,-0.6000000000000001,-0.40000000000000013
2018-03-01,Las Palmas,Barcelona,1,1,D,1,0,1,5,11,0,0.4,1.0,2.2,0.6,-6,-1.8000000000000003,0.4
2018-03-03,Villarreal,Girona,0,2,A,0,0,2,4,9,1,0.8,1.2,1.4,1.4,-5,-0.5999999999999999,-0.19999999999999996
2018-03-03,Sevilla,Ath Bilbao,2,0,H,0,0,0,9,5,2,1.4,2.2,0.6,1.2,4,0.7999999999999999,1.0000000000000002
2018-03-03,Leganes,Malaga,2,0,H,0,0,0,1,0,1,0.2,2.2,0.4,1.4,1,-0.2,0.8000000000000003
2018-03-03,La Coruna,Eibar,1,1,D,1,0,1,1,9,2,0.0,2.0,1.4,1.0,-8,-1.4,1.0
2018-03-03,Real Madrid,Getafe,3,1,H,1,1,0,12,8,3,3.4,1.4,1.2,0.2,4,2.2,1.2
2018-03-04,Barcelona,Ath Madrid,1,0,H,0,0,0,9,15,3,2.0,0.6,2.6,0.4,-6,-0.6000000000000001,0.19999999999999996
2018-03-04,Levante,Espanol,1,1,D,1,0,1,1,7,1,0.6,2.2,1.0,0.8,-6,-0.4,1.4000000000000001
2018-03-04,Sociedad,Alaves,2,1,H,1,1,0,7,12,2,2.2,1.4,1.2,1.2,-5,1.0000000000000002,0.19999999999999996
2018-03-04,Valencia,Betis,2,0,H,0,0,0,10,10,1,1.6,1.0,1.6,1.2,0,0.0,-0.19999999999999996
2018-03-05,Celta,Las Palmas,2,1,H,1,1,0,4,6,2,1.0,1.6,0.6,0.6,-2,0.4,1.0
2018-03-09,Girona,La Coruna,2,0,H,0,0,0,9,2,1,1.4,1.4,0.2,1.2,7,1.2,0.19999999999999996
2018-03-10,Sevilla,Valencia,0,2,A,0,0,2,12,13,2,1.6,1.2,2.0,0.8,-1,-0.3999999999999999,0.3999999999999999
2018-03-10,Eibar,Real Madrid,1,2,A,1,1,2,7,12,0,0.6,1.0,3.0,1.2,-5,-2.4,-0.19999999999999996
2018-03-10,Getafe,Levante,0,1,A,0,0,2,7,1,1,1.4,0.8,0.4,2.0,6,0.9999999999999999,-1.2
2018-03-10,Malaga,Barcelona,0,2,A,0,0,2,0,11,1,0.4,1.6,2.0,0.4,-11,-1.6,1.2000000000000002
2018-03-11,Las Palmas,Villarreal,0,2,A,0,0,2,3,4,2,0.6,1.0,0.6,1.2,-1,0.0,-0.19999999999999996
2018-03-11,Espanol,Sociedad,2,1,H,1,1,0,7,7,1,1.0,0.8,1.6,1.6,0,-0.6000000000000001,-0.8
2018-03-11,Ath Madrid,Celta,3,0,H,0,1,0,12,7,5,2.4,0.6,1.2,1.4,5,1.2,-0.7999999999999999
2018-03-11,Ath Bilbao,Leganes,2,0,H,0,0,0,5,4,0,0.6,1.2,0.6,2.0,1,0.0,-0.8
2018-03-12,Alaves,Betis,1,3,A,1,1,2,9,7,2,1.0,1.4,1.2,1.4,2,-0.19999999999999996,0.0
2018-03-16,Levante,Eibar,2,1,H,1,1,0,4,4,0,0.4,1.4,0.6,1.4,0,-0.19999999999999996,0.0
2018-03-17,Betis,Espanol,3,0,H,0,1,0,7,9,1,1.6,1.6,1.0,0.6,-2,0.6000000000000001,1.0
2018-03-17,La Coruna,Las Palmas,1,1,D,1,0,1,2,2,3,0.2,1.4,0.6,1.4,0,-0.39999999999999997,0.0
2018-03-17,Sociedad,Getafe,1,2,A,1,1,2,7,6,0,1.4,1.0,1.4,1.0,1,0.0,0.0
2018-03-17,Valencia,Alaves,3,1,H,1,1,0,13,6,2,1.8,0.6,0.8,1.8,7,1.0,-1.2000000000000002
2018-03-18,Real Madrid,Girona,6,3,H,1,1,0,12,12,0,2.4,0.8,1.8,1.2,0,0.5999999999999999,-0.3999999999999999
2018-03-18,Leganes,Sevilla,2,1,H,1,1,0,4,9,0,0.6,1.8,1.4,1.6,-5,-0.7999999999999999,0.19999999999999996
2018-03-18,Villarreal,Ath Madrid,2,1,H,1,1,0,7,12,3,0.8,0.8,2.8,0.6,-5,-1.9999999999999998,0.20000000000000007
2018-03-18,Barcelona,Ath Bilbao,2,0,H,0,0,0,13,7,5,2.4,0.4,1.0,1.2,6,1.4,-0.7999999999999999
2018-03-18,Celta,Malaga,0,0,D,0,0,1,6,0,2,0.8,1.6,0.4,1.8,6,0.4,-0.19999999999999996
2018-03-31,Las Palmas,Real Madrid,0,3,A,0,1,2,3,12,0,0.6,1.2,3.0,1.2,-9,-2.4,0.0
2018-03-31,Sevilla,Barcelona,2,2,D,1,1,1,6,13,1,1.2,1.8,2.4,0.4,-7,-1.2,1.4
2018-03-31,Ath Bilbao,Celta,1,1,D,1,0,1,7,7,4,1.0,1.2,0.8,1.0,0,0.19999999999999996,0.19999999999999996
